latitude,longitude,rainfall_mm_hr,reliability_flag
22.35,81.75,0.0,0
22.45,81.75,0.0,0
22.55,81.75,0.0,0
22.65,81.75,0.0,0
22.75,81.75,0.0,0
17.55,81.85,2.625224,0
17.65,81.85,1.3742802,0
17.75,81.85,0.0,0
17.85,81.85,0.0,0
17.95,81.85,0.0,0
18.05,81.85,0.0,0
18.15,81.85,0.0,0
18.25,81.85,0.0,0
18.35,81.85,0.0,0
18.45,81.85,0.0,0
18.55,81.85,0.0,0
18.65,81.85,0.0,0
18.75,81.85,0.0,0
18.85,81.85,0.0,0
18.95,81.85,0.8293213,0
19.05,81.85,1.0515438,0
19.15,81.85,1.1119952,0
19.25,81.85,1.3903326,0
19.35,81.85,1.9554421,0
19.45,81.85,4.034561,0
19.55,81.85,4.634879,0
19.65,81.85,4.3837557,0
19.75,81.85,2.9741147,0
19.85,81.85,1.7349193,0
19.95,81.85,0.0,0
20.05,81.85,0.0,0
20.15,81.85,0.0,0
20.25,81.85,0.0,0
20.35,81.85,0.0,0
20.45,81.85,0.0,0
20.55,81.85,0.0,0
20.65,81.85,0.0,0
20.75,81.85,0.0,0
20.85,81.85,0.0,0
20.95,81.85,0.120511875,0
21.05,81.85,0.13010788,0
21.15,81.85,0.13298209,0
21.25,81.85,0.0,0
21.35,81.85,0.0,0
21.45,81.85,0.0,0
21.55,81.85,0.0,0
21.65,81.85,0.0,0
21.75,81.85,0.0,0
21.85,81.85,0.0,0
21.95,81.85,0.0,0
22.05,81.85,0.0,0
22.15,81.85,0.0,0
22.25,81.85,0.0,0
22.35,81.85,0.0,0
22.45,81.85,0.0,0
22.55,81.85,0.0,0
22.65,81.85,0.0,0
22.75,81.85,0.0,0
17.55,81.95,2.5834117,0
17.65,81.95,1.6245067,0
17.75,81.95,0.0,0
17.85,81.95,0.0,0
17.95,81.95,0.0,0
18.05,81.95,0.0,0
18.15,81.95,0.0,0
18.25,81.95,0.0,0
18.35,81.95,0.0,0
18.45,81.95,0.0,0
18.55,81.95,0.0,0
18.65,81.95,0.0,0
18.75,81.95,0.0,0
18.85,81.95,0.0,0
18.95,81.95,0.0,0
19.05,81.95,0.83902544,0
19.15,81.95,0.8985106,0
19.25,81.95,1.4749844,0
19.35,81.95,2.6621273,0
19.45,81.95,4.372237,0
19.55,81.95,4.534892,0
19.65,81.95,3.2264605,0
19.75,81.95,2.1509845,0
19.85,81.95,1.7822088,0
19.95,81.95,0.0,0
20.05,81.95,0.0,0
20.15,81.95,0.0,0
20.25,81.95,0.0,0
20.35,81.95,0.0,0
20.45,81.95,0.0,0
20.55,81.95,0.0,0
20.65,81.95,0.0,0
20.75,81.95,0.0,0
20.85,81.95,0.0,0
20.95,81.95,0.124760084,0
21.05,81.95,0.16740204,0
21.15,81.95,0.193145,0
21.25,81.95,0.17914502,0
21.35,81.95,0.0,0
21.45,81.95,0.0,0
21.55,81.95,0.0,0
21.65,81.95,0.0,0
21.75,81.95,0.0,0
21.85,81.95,0.0,0
21.95,81.95,0.0,0
22.05,81.95,0.0,0
22.15,81.95,0.0,0
22.25,81.95,0.0,0
22.35,81.95,0.0,0
22.45,81.95,0.0,0
22.55,81.95,0.0,0
22.65,81.95,0.0,0
22.75,81.95,0.0,0
17.55,82.05,2.55605,0
17.65,82.05,1.5968752,0
17.75,82.05,0.0,0
17.85,82.05,0.0,0
17.95,82.05,0.0,0
18.05,82.05,0.0,0
18.15,82.05,0.0,0
18.25,82.05,0.0,0
18.35,82.05,0.0,0
18.45,82.05,0.0,0
18.55,82.05,0.0,0
18.65,82.05,0.0,0
18.75,82.05,0.0,0
18.85,82.05,0.0,0
18.95,82.05,0.0,0
19.05,82.05,0.5869314,0
19.15,82.05,0.839934,0
19.25,82.05,1.5327747,0
19.35,82.05,3.2890308,0
19.45,82.05,3.7219012,0
19.55,82.05,3.529691,0
19.65,82.05,2.7776864,0
19.75,82.05,1.8957379,0
19.85,82.05,0.0,0
19.95,82.05,0.0,0
20.05,82.05,0.0,0
20.15,82.05,0.0,0
20.25,82.05,0.0,0
20.35,82.05,0.0,0
20.45,82.05,0.0,0
20.55,82.05,0.1171254,0
20.65,82.05,0.11140888,0
20.75,82.05,0.0,0
20.85,82.05,0.0,0
20.95,82.05,0.21257919,0
21.05,82.05,0.18661681,0
21.15,82.05,0.25466856,0
21.25,82.05,0.16443528,0
21.35,82.05,0.0,0
21.45,82.05,0.0,0
21.55,82.05,0.0,0
21.65,82.05,0.0,0
21.75,82.05,0.0,0
21.85,82.05,0.0,0
21.95,82.05,0.0,0
22.05,82.05,0.0,0
22.15,82.05,0.0,0
22.25,82.05,0.0,0
22.35,82.05,0.0,0
22.45,82.05,0.0,0
22.55,82.05,0.0,0
22.65,82.05,0.0,0
22.75,82.05,0.0,0
17.55,82.15,1.9769347,0
17.65,82.15,0.0,0
17.75,82.15,0.0,0
17.85,82.15,0.0,0
17.95,82.15,0.0,0
18.05,82.15,0.0,0
18.15,82.15,0.0,0
18.25,82.15,0.0,0
18.35,82.15,0.0,0
18.45,82.15,0.0,0
18.55,82.15,0.0,0
18.65,82.15,0.0,0
18.75,82.15,0.0,0
18.85,82.15,0.0,0
18.95,82.15,0.0,0
19.05,82.15,0.0,0
19.15,82.15,0.95797986,0
19.25,82.15,0.8723124,0
19.35,82.15,2.2768908,0
19.45,82.15,3.0701413,0
19.55,82.15,2.78825,0
19.65,82.15,2.1074462,0
19.75,82.15,0.0,0
19.85,82.15,0.0,0
19.95,82.15,0.0,0
20.05,82.15,0.0,0
20.15,82.15,0.0,0
20.25,82.15,0.0,0
20.35,82.15,0.0,0
20.45,82.15,0.12618071,0
20.55,82.15,0.10543197,0
20.65,82.15,0.11126256,0
20.75,82.15,0.17684384,0
20.85,82.15,0.19352646,0
20.95,82.15,0.23071393,0
21.05,82.15,0.19919468,0
21.15,82.15,0.29416227,0
21.25,82.15,0.0,0
21.35,82.15,0.0,0
21.45,82.15,0.0,0
21.55,82.15,0.0,0
21.65,82.15,0.0,0
21.75,82.15,0.0,0
21.85,82.15,0.0,0
21.95,82.15,0.0,0
22.05,82.15,0.0,0
22.15,82.15,0.0,0
22.25,82.15,0.0,0
22.35,82.15,0.0,0
22.45,82.15,0.0,0
22.55,82.15,0.0,0
22.65,82.15,0.0,0
22.75,82.15,0.0,0
17.55,82.25,0.0,0
17.65,82.25,0.0,0
17.75,82.25,0.0,0
17.85,82.25,0.0,0
17.95,82.25,0.0,0
18.05,82.25,0.0,0
18.15,82.25,0.0,0
18.25,82.25,0.0,0
18.35,82.25,0.0,0
18.45,82.25,0.0,0
18.55,82.25,0.0,0
18.65,82.25,0.0,0
18.75,82.25,0.0,0
18.85,82.25,0.0,0
18.95,82.25,0.0,0
19.05,82.25,0.0,0
19.15,82.25,0.78388023,0
19.25,82.25,0.5511238,0
19.35,82.25,1.4602989,0
19.45,82.25,2.258382,0
19.55,82.25,1.8775104,0
19.65,82.25,0.0,0
19.75,82.25,0.0,0
19.85,82.25,0.0,0
19.95,82.25,0.0,0
20.05,82.25,0.0,0
20.15,82.25,0.0,0
20.25,82.25,0.0,0
20.35,82.25,0.0,0
20.45,82.25,0.0,0
20.55,82.25,0.10585152,0
20.65,82.25,0.1099782,0
20.75,82.25,0.0,0
20.85,82.25,0.0,0
20.95,82.25,0.21083769,0
21.05,82.25,0.3018205,0
21.15,82.25,0.0,0
21.25,82.25,0.0,0
21.35,82.25,0.0,0
21.45,82.25,0.0,0
21.55,82.25,0.0,0
21.65,82.25,0.0,0
21.75,82.25,0.0,0
21.85,82.25,0.0,0
21.95,82.25,0.0,0
22.05,82.25,0.0,0
22.15,82.25,0.0,0
22.25,82.25,0.0,0
22.35,82.25,0.0,0
22.45,82.25,0.0,0
22.55,82.25,0.0,0
22.65,82.25,0.0,0
22.75,82.25,0.0,0
17.55,82.35,0.0,0
17.65,82.35,0.0,0
17.75,82.35,0.0,0
17.85,82.35,1.4391183,0
17.95,82.35,0.0,0
18.05,82.35,0.0,0
18.15,82.35,0.0,0
18.25,82.35,0.28975126,0
18.35,82.35,0.0,0
18.45,82.35,0.0,0
18.55,82.35,0.0,0
18.65,82.35,0.0,0
18.75,82.35,0.0,0
18.85,82.35,0.0,0
18.95,82.35,0.0,0
19.05,82.35,0.0,0
19.15,82.35,0.54767257,0
19.25,82.35,0.71647865,0
19.35,82.35,0.9272978,0
19.45,82.35,1.5169711,0
19.55,82.35,1.3461543,0
19.65,82.35,0.0,0
19.75,82.35,0.0,0
19.85,82.35,0.0,0
19.95,82.35,0.0,0
20.05,82.35,0.0,0
20.15,82.35,0.0,0
20.25,82.35,0.0,0
20.35,82.35,0.0,0
20.45,82.35,0.0,0
20.55,82.35,0.0,0
20.65,82.35,0.0,0
20.75,82.35,0.0,0
20.85,82.35,0.0,0
20.95,82.35,0.2596583,0
21.05,82.35,0.0,0
21.15,82.35,0.0,0
21.25,82.35,0.0,0
21.35,82.35,0.0,0
21.45,82.35,0.0,0
21.55,82.35,0.0,0
21.65,82.35,0.0,0
21.75,82.35,0.0,0
21.85,82.35,0.0,0
21.95,82.35,0.0,0
22.05,82.35,0.0,0
22.15,82.35,0.0,0
22.25,82.35,0.0,0
22.35,82.35,0.0,0
22.45,82.35,0.0,0
22.55,82.35,0.19669332,0
22.65,82.35,0.29217607,0
22.75,82.35,0.0,0
17.55,82.45,1.9035523,0
17.65,82.45,0.0,0
17.75,82.45,2.1864955,0
17.85,82.45,1.7694701,0
17.95,82.45,1.1246643,0
18.05,82.45,0.5608673,0
18.15,82.45,0.33955398,0
18.25,82.45,0.2363371,0
18.35,82.45,0.0,0
18.45,82.45,0.0,0
18.55,82.45,0.0,0
18.65,82.45,0.0,0
18.75,82.45,0.0,0
18.85,82.45,0.0,0
18.95,82.45,0.0,0
19.05,82.45,0.0,0
19.15,82.45,0.45520493,0
19.25,82.45,0.86929965,0
19.35,82.45,0.8610348,0
19.45,82.45,0.9672293,0
19.55,82.45,0.0,0
19.65,82.45,0.0,0
19.75,82.45,0.0,0
19.85,82.45,0.0,0
19.95,82.45,0.0,0
20.05,82.45,0.0,0
20.15,82.45,0.0,0
20.25,82.45,0.0,0
20.35,82.45,0.0,0
20.45,82.45,0.0,0
20.55,82.45,0.0,0
20.65,82.45,0.0,0
20.75,82.45,0.0,0
20.85,82.45,0.0,0
20.95,82.45,0.0,0
21.05,82.45,0.0,0
21.15,82.45,0.0,0
21.25,82.45,0.0,0
21.35,82.45,0.0,0
21.45,82.45,0.0,0
21.55,82.45,0.0,0
21.65,82.45,0.0,0
21.75,82.45,0.0,0
21.85,82.45,0.0,0
21.95,82.45,0.0,0
22.05,82.45,0.0,0
22.15,82.45,0.0,0
22.25,82.45,0.0,0
22.35,82.45,0.0,0
22.45,82.45,0.0,0
22.55,82.45,0.21510278,0
22.65,82.45,0.24744765,0
22.75,82.45,0.0,0
17.55,82.55,1.9160595,0
17.65,82.55,1.674117,0
17.75,82.55,3.0742986,0
17.85,82.55,2.0498974,0
17.95,82.55,0.83641404,0
18.05,82.55,0.59200704,0
18.15,82.55,0.36313057,0
18.25,82.55,0.24115409,0
18.35,82.55,0.0,0
18.45,82.55,0.0,0
18.55,82.55,0.0,0
18.65,82.55,0.0,0
18.75,82.55,0.0,0
18.85,82.55,0.0,0
18.95,82.55,0.0,0
19.05,82.55,0.0,0
19.15,82.55,0.0,0
19.25,82.55,0.0,0
19.35,82.55,0.0,0
19.45,82.55,0.0,0
19.55,82.55,0.0,0
19.65,82.55,0.0,0
19.75,82.55,0.0,0
19.85,82.55,0.0,0
19.95,82.55,0.0,0
20.05,82.55,0.0,0
20.15,82.55,0.0,0
20.25,82.55,0.0,0
20.35,82.55,0.0,0
20.45,82.55,0.0,0
20.55,82.55,0.0,0
20.65,82.55,0.0,0
20.75,82.55,0.0,0
20.85,82.55,0.0,0
20.95,82.55,0.0,0
21.05,82.55,0.0,0
21.15,82.55,0.0,0
21.25,82.55,0.0,0
21.35,82.55,0.0,0
21.45,82.55,0.0,0
21.55,82.55,0.0,0
21.65,82.55,0.0,0
21.75,82.55,0.0,0
21.85,82.55,0.0,0
21.95,82.55,0.0,0
22.05,82.55,0.0,0
22.15,82.55,0.0,0
22.25,82.55,0.0,0
22.35,82.55,0.0,0
22.45,82.55,0.0,0
22.55,82.55,0.0,0
22.65,82.55,0.0,0
22.75,82.55,0.0,0
17.55,82.65,2.0002446,0
17.65,82.65,2.1261613,0
17.75,82.65,2.7962096,0
17.85,82.65,1.6110843,0
17.95,82.65,0.63526845,0
18.05,82.65,0.65139425,0
18.15,82.65,0.36525023,0
18.25,82.65,0.24748167,0
18.35,82.65,0.0,0
18.45,82.65,0.0,0
18.55,82.65,0.0,0
18.65,82.65,0.0,0
18.75,82.65,0.0,0
18.85,82.65,0.0,0
18.95,82.65,0.0,0
19.05,82.65,0.0,0
19.15,82.65,0.0,0
19.25,82.65,0.0,0
19.35,82.65,0.0,0
19.45,82.65,0.0,0
19.55,82.65,0.0,0
19.65,82.65,0.0,0
19.75,82.65,0.0,0
19.85,82.65,0.0,0
19.95,82.65,0.0,0
20.05,82.65,0.0,0
20.15,82.65,0.0,0
20.25,82.65,0.0,0
20.35,82.65,0.0,0
20.45,82.65,0.0,0
20.55,82.65,0.0,0
20.65,82.65,0.0,0
20.75,82.65,0.0,0
20.85,82.65,0.0,0
20.95,82.65,0.0,0
21.05,82.65,0.0,0
21.15,82.65,0.0,0
21.25,82.65,0.0,0
21.35,82.65,0.0,0
21.45,82.65,0.0,0
21.55,82.65,0.0,0
21.65,82.65,0.0,0
21.75,82.65,0.0,0
21.85,82.65,0.0,0
21.95,82.65,0.0,0
22.05,82.65,0.0,0
22.15,82.65,0.0,0
22.25,82.65,0.0,0
22.35,82.65,0.0,0
22.45,82.65,0.0,0
22.55,82.65,0.0,0
22.65,82.65,0.0,0
22.75,82.65,0.0,0
17.55,82.75,1.8700954,0
17.65,82.75,2.0105982,0
17.75,82.75,1.6248425,0
17.85,82.75,1.1528696,0
17.95,82.75,0.726428,0
18.05,82.75,0.6097984,0
18.15,82.75,0.36994764,0
18.25,82.75,0.2509696,0
18.35,82.75,0.0,0
18.45,82.75,0.0,0
18.55,82.75,0.0,0
18.65,82.75,0.0,0
18.75,82.75,0.0,0
18.85,82.75,0.0,0
18.95,82.75,0.0,0
19.05,82.75,0.0,0
19.15,82.75,0.0,0
19.25,82.75,0.0,0
19.35,82.75,0.0,0
19.45,82.75,0.0,0
19.55,82.75,0.0,0
19.65,82.75,0.0,0
19.75,82.75,0.0,0
19.85,82.75,0.0,0
19.95,82.75,0.0,0
20.05,82.75,0.0,0
20.15,82.75,0.0,0
20.25,82.75,0.0,0
20.35,82.75,0.0,0
20.45,82.75,0.0,0
20.55,82.75,0.0,0
20.65,82.75,0.0,0
20.75,82.75,0.0,0
20.85,82.75,0.0,0
20.95,82.75,0.0,0
21.05,82.75,0.0,0
21.15,82.75,0.0,0
21.25,82.75,0.0,0
21.35,82.75,0.0,0
21.45,82.75,0.0,0
21.55,82.75,0.0,0
21.65,82.75,0.0,0
21.75,82.75,0.0,0
21.85,82.75,0.0,0
21.95,82.75,0.0,0
22.05,82.75,0.0,0
22.15,82.75,0.0,0
22.25,82.75,0.0,0
22.35,82.75,0.0,0
22.45,82.75,0.0,0
22.55,82.75,0.0,0
22.65,82.75,0.0,0
22.75,82.75,0.0,0
17.55,82.85,1.846269,0
17.65,82.85,1.4885607,0
17.75,82.85,0.8532935,0
17.85,82.85,0.6601546,0
17.95,82.85,0.5320892,0
18.05,82.85,0.42452872,0
18.15,82.85,0.0,0
18.25,82.85,0.0,0
18.35,82.85,0.0,0
18.45,82.85,0.0,0
18.55,82.85,0.0,0
18.65,82.85,0.0,0
18.75,82.85,0.0,0
18.85,82.85,0.0,0
18.95,82.85,0.0,0
19.05,82.85,0.0,0
19.15,82.85,0.0,0
19.25,82.85,0.0,0
19.35,82.85,0.0,0
19.45,82.85,0.0,0
19.55,82.85,0.0,0
19.65,82.85,0.0,0
19.75,82.85,0.0,0
19.85,82.85,0.0,0
19.95,82.85,0.0,0
20.05,82.85,0.0,0
20.15,82.85,0.0,0
20.25,82.85,0.0,0
20.35,82.85,0.0,0
20.45,82.85,0.0,0
20.55,82.85,0.31366873,0
20.65,82.85,0.44880784,0
20.75,82.85,0.5370914,0
20.85,82.85,0.43973848,0
20.95,82.85,0.0,0
21.05,82.85,0.0,0
21.15,82.85,0.0,0
21.25,82.85,0.0,0
21.35,82.85,0.0,0
21.45,82.85,0.0,0
21.55,82.85,0.0,0
21.65,82.85,0.0,0
21.75,82.85,0.0,0
21.85,82.85,0.0,0
21.95,82.85,0.0,0
22.05,82.85,0.0,0
22.15,82.85,0.0,0
22.25,82.85,0.0,0
22.35,82.85,0.0,0
22.45,82.85,0.0,0
22.55,82.85,0.0,0
22.65,82.85,0.0,0
22.75,82.85,0.3021466,0
17.55,82.95,1.8724177,0
17.65,82.95,1.2231228,0
17.75,82.95,0.6239753,0
17.85,82.95,0.5315999,0
17.95,82.95,0.0,0
18.05,82.95,0.0,0
18.15,82.95,0.0,0
18.25,82.95,0.0,0
18.35,82.95,0.0,0
18.45,82.95,0.0,0
18.55,82.95,0.0,0
18.65,82.95,0.0,0
18.75,82.95,0.0,0
18.85,82.95,0.0,0
18.95,82.95,0.0,0
19.05,82.95,0.0,0
19.15,82.95,0.0,0
19.25,82.95,0.0,0
19.35,82.95,0.0,0
19.45,82.95,0.0,0
19.55,82.95,0.4556777,0
19.65,82.95,0.0,0
19.75,82.95,0.0,0
19.85,82.95,0.0,0
19.95,82.95,0.0,0
20.05,82.95,0.0,0
20.15,82.95,0.0,0
20.25,82.95,0.0,0
20.35,82.95,0.0,0
20.45,82.95,0.0,0
20.55,82.95,0.5404066,0
20.65,82.95,0.52635527,0
20.75,82.95,0.5274059,0
20.85,82.95,0.4555364,0
20.95,82.95,0.0,0
21.05,82.95,0.0,0
21.15,82.95,0.0,0
21.25,82.95,0.0,0
21.35,82.95,1.151721,0
21.45,82.95,0.0,0
21.55,82.95,0.0,0
21.65,82.95,0.0,0
21.75,82.95,0.0,0
21.85,82.95,0.0,0
21.95,82.95,0.0,0
22.05,82.95,0.0,0
22.15,82.95,0.0,0
22.25,82.95,0.0,0
22.35,82.95,0.0,0
22.45,82.95,0.0,0
22.55,82.95,0.0,0
22.65,82.95,0.40392584,0
22.75,82.95,0.42468697,0
17.55,83.05,1.6253506,0
17.65,83.05,0.87661237,0
17.75,83.05,0.0,0
17.85,83.05,0.0,0
17.95,83.05,0.0,0
18.05,83.05,0.0,0
18.15,83.05,0.0,0
18.25,83.05,0.0,0
18.35,83.05,0.0,0
18.45,83.05,0.0,0
18.55,83.05,0.0,0
18.65,83.05,0.0,0
18.75,83.05,0.0,0
18.85,83.05,0.0,0
18.95,83.05,0.0,0
19.05,83.05,0.0,0
19.15,83.05,0.20550396,0
19.25,83.05,0.36650085,0
19.35,83.05,0.648456,0
19.45,83.05,0.47570503,0
19.55,83.05,0.5081844,0
19.65,83.05,0.0,0
19.75,83.05,0.0,0
19.85,83.05,0.0,0
19.95,83.05,0.0,0
20.05,83.05,0.0,0
20.15,83.05,0.0,0
20.25,83.05,0.0,0
20.35,83.05,0.0,0
20.45,83.05,0.0,0
20.55,83.05,0.6720718,0
20.65,83.05,0.58425444,0
20.75,83.05,0.45474306,0
20.85,83.05,0.0,0
20.95,83.05,0.7341242,0
21.05,83.05,0.59436214,0
21.15,83.05,0.0,0
21.25,83.05,1.0972414,0
21.35,83.05,1.1214844,0
21.45,83.05,1.1503958,0
21.55,83.05,0.0,0
21.65,83.05,0.0,0
21.75,83.05,0.0,0
21.85,83.05,0.0,0
21.95,83.05,0.0,0
22.05,83.05,0.0,0
22.15,83.05,0.0,0
22.25,83.05,0.0,0
22.35,83.05,0.0,0
22.45,83.05,0.0,0
22.55,83.05,0.27047974,0
22.65,83.05,0.40253207,0
22.75,83.05,0.3548731,0
17.55,83.15,0.0,0
17.65,83.15,0.0,0
17.75,83.15,0.0,0
17.85,83.15,0.0,0
17.95,83.15,0.0,0
18.05,83.15,0.0,0
18.15,83.15,0.0,0
18.25,83.15,0.0,0
18.35,83.15,0.0,0
18.45,83.15,0.0,0
18.55,83.15,0.0,0
18.65,83.15,0.0,0
18.75,83.15,0.0,0
18.85,83.15,0.0,0
18.95,83.15,0.0,0
19.05,83.15,0.0,0
19.15,83.15,0.19260386,0
19.25,83.15,0.2376192,0
19.35,83.15,0.65126264,0
19.45,83.15,0.46532792,0
19.55,83.15,0.0,0
19.65,83.15,0.0,0
19.75,83.15,0.0,0
19.85,83.15,0.0,0
19.95,83.15,0.0,0
20.05,83.15,0.0,0
20.15,83.15,0.0,0
20.25,83.15,0.5595007,0
20.35,83.15,0.69984037,0
20.45,83.15,0.8978939,0
20.55,83.15,0.81484103,0
20.65,83.15,0.58213985,0
20.75,83.15,0.4948851,0
20.85,83.15,0.7690059,0
20.95,83.15,0.92051345,0
21.05,83.15,1.0692363,0
21.15,83.15,0.8525853,0
21.25,83.15,0.6396113,0
21.35,83.15,0.8867183,0
21.45,83.15,1.7139162,0
21.55,83.15,0.0,0
21.65,83.15,0.0,0
21.75,83.15,0.0,0
21.85,83.15,0.0,0
21.95,83.15,0.0,0
22.05,83.15,0.0,0
22.15,83.15,0.0,0
22.25,83.15,0.0,0
22.35,83.15,0.0,0
22.45,83.15,0.0,0
22.55,83.15,0.26695445,0
22.65,83.15,0.30240873,0
22.75,83.15,0.39181873,0
17.55,83.25,0.0,0
17.65,83.25,0.0,0
17.75,83.25,0.0,0
17.85,83.25,0.0,0
17.95,83.25,0.0,0
18.05,83.25,0.0,0
18.15,83.25,0.0,0
18.25,83.25,0.0,0
18.35,83.25,0.0,0
18.45,83.25,0.0,0
18.55,83.25,0.0,0
18.65,83.25,0.0,0
18.75,83.25,0.0,0
18.85,83.25,0.0,0
18.95,83.25,0.0,0
19.05,83.25,0.0,0
19.15,83.25,0.26152712,0
19.25,83.25,0.19574963,0
19.35,83.25,0.44333932,0
19.45,83.25,0.41391233,0
19.55,83.25,0.0,0
19.65,83.25,0.0,0
19.75,83.25,0.0,0
19.85,83.25,0.0,0
19.95,83.25,0.0,0
20.05,83.25,0.0,0
20.15,83.25,0.0,0
20.25,83.25,0.57301915,0
20.35,83.25,0.73402625,0
20.45,83.25,0.93390507,0
20.55,83.25,0.9247556,0
20.65,83.25,0.63811064,0
20.75,83.25,0.93305284,0
20.85,83.25,1.1936463,0
20.95,83.25,1.1251895,0
21.05,83.25,1.0110533,0
21.15,83.25,1.2880216,0
21.25,83.25,1.0902569,0
21.35,83.25,1.5168489,0
21.45,83.25,1.864649,0
21.55,83.25,0.0,0
21.65,83.25,0.0,0
21.75,83.25,0.0,0
21.85,83.25,0.0,0
21.95,83.25,0.0,0
22.05,83.25,0.0,0
22.15,83.25,0.0,0
22.25,83.25,0.0,0
22.35,83.25,0.0,0
22.45,83.25,0.0,0
22.55,83.25,0.19397727,0
22.65,83.25,0.2235755,0
22.75,83.25,0.36537936,0
17.55,83.35,0.0,0
17.65,83.35,0.0,0
17.75,83.35,0.0,0
17.85,83.35,0.0,0
17.95,83.35,0.0,0
18.05,83.35,0.0,0
18.15,83.35,0.0,0
18.25,83.35,0.0,0
18.35,83.35,0.0,0
18.45,83.35,0.0,0
18.55,83.35,0.0,0
18.65,83.35,0.0,0
18.75,83.35,0.0,0
18.85,83.35,0.0,0
18.95,83.35,0.0,0
19.05,83.35,0.0,0
19.15,83.35,0.31177843,0
19.25,83.35,0.29178125,0
19.35,83.35,0.51780885,0
19.45,83.35,0.51869106,0
19.55,83.35,0.0,0
19.65,83.35,0.0,0
19.75,83.35,0.0,0
19.85,83.35,0.0,0
19.95,83.35,0.0,0
20.05,83.35,0.0,0
20.15,83.35,0.0,0
20.25,83.35,0.0,0
20.35,83.35,0.8242555,0
20.45,83.35,0.97166044,0
20.55,83.35,1.1815019,0
20.65,83.35,1.0315392,0
20.75,83.35,1.2947878,0
20.85,83.35,1.5203474,0
20.95,83.35,1.549491,0
21.05,83.35,1.7631357,0
21.15,83.35,2.3345876,0
21.25,83.35,2.4793253,0
21.35,83.35,2.1145558,0
21.45,83.35,2.0599258,0
21.55,83.35,2.3718789,0
21.65,83.35,2.1687317,0
21.75,83.35,1.9828687,0
21.85,83.35,1.8303084,0
21.95,83.35,0.0,0
22.05,83.35,0.0,0
22.15,83.35,0.0,0
22.25,83.35,0.0,0
22.35,83.35,0.0,0
22.45,83.35,0.0,0
22.55,83.35,0.10542469,0
22.65,83.35,0.16448948,0
22.75,83.35,0.38854212,0
17.55,83.45,0.57170504,0
17.65,83.45,0.24246646,0
17.75,83.45,0.12274208,0
17.85,83.45,0.11591219,0
17.95,83.45,0.05070004,0
18.05,83.45,0.047585696,0
18.15,83.45,0.0,0
18.25,83.45,0.0,0
18.35,83.45,0.0,0
18.45,83.45,0.0,0
18.55,83.45,0.0,0
18.65,83.45,0.0,0
18.75,83.45,0.0,0
18.85,83.45,0.0,0
18.95,83.45,0.0,0
19.05,83.45,0.25974613,0
19.15,83.45,0.34323323,0
19.25,83.45,0.33188966,0
19.35,83.45,0.7592687,0
19.45,83.45,0.6441641,0
19.55,83.45,0.0,0
19.65,83.45,0.0,0
19.75,83.45,0.0,0
19.85,83.45,0.0,0
19.95,83.45,0.0,0
20.05,83.45,0.0,0
20.15,83.45,0.0,0
20.25,83.45,0.0,0
20.35,83.45,0.0,0
20.45,83.45,1.3616248,0
20.55,83.45,1.5538336,0
20.65,83.45,1.2457867,0
20.75,83.45,1.3220898,0
20.85,83.45,2.2644885,0
20.95,83.45,2.3946323,0
21.05,83.45,2.9487462,0
21.15,83.45,2.906008,0
21.25,83.45,2.3724658,0
21.35,83.45,2.014009,0
21.45,83.45,2.6977286,0
21.55,83.45,2.9994743,0
21.65,83.45,3.3191752,0
21.75,83.45,2.5972688,0
21.85,83.45,2.0621562,0
21.95,83.45,0.0,0
22.05,83.45,0.0,0
22.15,83.45,0.0,0
22.25,83.45,0.0,0
22.35,83.45,0.0,0
22.45,83.45,0.0,0
22.55,83.45,0.098868415,0
22.65,83.45,0.0,0
22.75,83.45,0.0,0
17.55,83.55,1.3047634,0
17.65,83.55,0.23664695,0
17.75,83.55,0.11800696,0
17.85,83.55,0.11001939,0
17.95,83.55,0.06066927,0
18.05,83.55,0.052459452,0
18.15,83.55,0.0,0
18.25,83.55,0.0,0
18.35,83.55,0.0,0
18.45,83.55,0.0,0
18.55,83.55,0.0,0
18.65,83.55,0.0,0
18.75,83.55,0.0,0
18.85,83.55,0.0,0
18.95,83.55,0.0,0
19.05,83.55,0.0,0
19.15,83.55,0.43071422,0
19.25,83.55,0.26630622,0
19.35,83.55,0.5099731,0
19.45,83.55,0.40164873,0
19.55,83.55,0.0,0
19.65,83.55,0.0,0
19.75,83.55,0.0,0
19.85,83.55,0.0,0
19.95,83.55,0.0,0
20.05,83.55,0.0,0
20.15,83.55,0.0,0
20.25,83.55,1.0121143,0
20.35,83.55,1.706286,0
20.45,83.55,1.9181086,0
20.55,83.55,1.77479,0
20.65,83.55,1.120891,0
20.75,83.55,1.6178017,0
20.85,83.55,2.9290876,0
20.95,83.55,3.0918021,0
21.05,83.55,3.4666214,0
21.15,83.55,3.4811785,0
21.25,83.55,3.024468,0
21.35,83.55,2.560773,0
21.45,83.55,3.5496943,0
21.55,83.55,4.273902,0
21.65,83.55,4.1761184,0
21.75,83.55,3.4816403,0
21.85,83.55,2.3788638,0
21.95,83.55,0.0,0
22.05,83.55,0.0,0
22.15,83.55,0.0,0
22.25,83.55,0.0,0
22.35,83.55,0.0,0
22.45,83.55,0.0,0
22.55,83.55,0.0,0
22.65,83.55,0.0,0
22.75,83.55,0.0,0
17.55,83.65,1.0101697,0
