timestamp,latitude,longitude,rainfall_mm_hr
2026-07-28,18.45,81.15,0.0
2026-07-28,18.55,81.15,0.0
2026-07-28,18.65,81.15,0.0
2026-07-28,18.75,81.15,0.0
2026-07-28,18.85,81.15,0.0
2026-07-28,18.95,81.15,0.0
2026-07-28,19.05,81.15,0.0
2026-07-28,19.15,81.15,0.0
2026-07-28,19.25,81.15,0.65196526
2026-07-28,19.35,81.15,0.6089506
2026-07-28,19.45,81.15,0.5956273
2026-07-28,19.55,81.15,0.65118665
2026-07-28,19.65,81.15,0.8181607
2026-07-28,19.75,81.15,0.60050476
2026-07-28,19.85,81.15,0.7098074
2026-07-28,19.95,81.15,0.7582457
2026-07-28,20.05,81.15,0.0
2026-07-28,20.15,81.15,0.0
2026-07-28,20.25,81.15,0.0
2026-07-28,20.35,81.15,0.0
2026-07-28,20.45,81.15,0.0
2026-07-28,20.55,81.15,0.0
2026-07-28,20.65,81.15,0.0
2026-07-28,20.75,81.15,0.0
2026-07-28,20.85,81.15,0.0
2026-07-28,20.95,81.15,0.0
2026-07-28,21.05,81.15,0.0
2026-07-28,21.15,81.15,0.0
2026-07-28,21.25,81.15,0.0
2026-07-28,21.35,81.15,0.0
2026-07-28,21.45,81.15,0.0
2026-07-28,21.55,81.15,0.0
2026-07-28,21.65,81.15,0.0
2026-07-28,21.75,81.15,0.0
2026-07-28,21.85,81.15,0.0
2026-07-28,21.95,81.15,0.0
2026-07-28,22.05,81.15,0.0
2026-07-28,22.15,81.15,0.0
2026-07-28,22.25,81.15,0.0
2026-07-28,22.35,81.15,0.0
2026-07-28,22.45,81.15,0.0
2026-07-28,22.55,81.15,0.0
2026-07-28,22.65,81.15,0.0
2026-07-28,22.75,81.15,0.0
2026-07-28,17.55,81.25,0.0
2026-07-28,17.65,81.25,0.0
2026-07-28,17.75,81.25,0.0
2026-07-28,17.85,81.25,0.0
2026-07-28,17.95,81.25,0.0
2026-07-28,18.05,81.25,0.0
2026-07-28,18.15,81.25,0.0
2026-07-28,18.25,81.25,0.0
2026-07-28,18.35,81.25,0.0
2026-07-28,18.45,81.25,0.0
2026-07-28,18.55,81.25,0.0
2026-07-28,18.65,81.25,0.0
2026-07-28,18.75,81.25,0.0
2026-07-28,18.85,81.25,0.0
2026-07-28,18.95,81.25,0.0
2026-07-28,19.05,81.25,0.0
2026-07-28,19.15,81.25,0.0
2026-07-28,19.25,81.25,0.0
2026-07-28,19.35,81.25,0.0
2026-07-28,19.45,81.25,0.5930061
2026-07-28,19.55,81.25,0.7768057
2026-07-28,19.65,81.25,1.1198933
2026-07-28,19.75,81.25,0.80558985
2026-07-28,19.85,81.25,0.617264
2026-07-28,19.95,81.25,0.0
2026-07-28,20.05,81.25,0.0
2026-07-28,20.15,81.25,0.0
2026-07-28,20.25,81.25,0.0
2026-07-28,20.35,81.25,0.0
2026-07-28,20.45,81.25,0.0
2026-07-28,20.55,81.25,0.0
2026-07-28,20.65,81.25,0.0
2026-07-28,20.75,81.25,0.0
2026-07-28,20.85,81.25,0.0
2026-07-28,20.95,81.25,0.0
2026-07-28,21.05,81.25,0.0
2026-07-28,21.15,81.25,0.0
2026-07-28,21.25,81.25,0.0
2026-07-28,21.35,81.25,0.0
